nohup: 忽略输入
Building prefix dict from the default dictionary ...
142/564 [======>.......................] - ETA: 0:11<0:33 - loss: 0.2029 
143/564 [======>.......................] - ETA: 0:11<0:33 - loss: 0.2029 
144/564 [======>.......................] - ETA: 0:11<0:33 - loss: 0.2018 
145/564 [======>.......................] - ETA: 0:11<0:33 - loss: 0.2010 
146/564 [======>.......................] - ETA: 0:11<0:33 - loss: 0.2012 
147/564 [======>.......................] - ETA: 0:11<0:33 - loss: 0.2008 
148/564 [======>.......................] - ETA: 0:11<0:32 - loss: 0.2014 
149/564 [======>.......................] - ETA: 0:11<0:32 - loss: 0.2016 
150/564 [======>.......................] - ETA: 0:11<0:32 - loss: 0.2021 
151/564 [=======>......................] - ETA: 0:11<0:32 - loss: 0.2015 
152/564 [=======>......................] - ETA: 0:12<0:32 - loss: 0.2025 
153/564 [=======>......................] - ETA: 0:12<0:32 - loss: 0.2030 
154/564 [=======>......................] - ETA: 0:12<0:32 - loss: 0.2036 
155/564 [=======>......................] - ETA: 0:12<0:32 - loss: 0.2035 
156/564 [=======>......................] - ETA: 0:12<0:32 - loss: 0.2034 
157/564 [=======>......................] - ETA: 0:12<0:32 - loss: 0.2037 
158/564 [=======>......................] - ETA: 0:12<0:32 - loss: 0.2047 
159/564 [=======>......................] - ETA: 0:12<0:32 - loss: 0.2055 
160/564 [=======>......................] - ETA: 0:12<0:32 - loss: 0.2058 
161/564 [=======>......................] - ETA: 0:12<0:31 - loss: 0.2052 
162/564 [=======>......................] - ETA: 0:12<0:31 - loss: 0.2047 
163/564 [=======>......................] - ETA: 0:12<0:31 - loss: 0.2044 
164/564 [=======>......................] - ETA: 0:13<0:31 - loss: 0.2045 
165/564 [=======>......................] - ETA: 0:13<0:31 - loss: 0.2043 
166/564 [=======>......................] - ETA: 0:13<0:31 - loss: 0.2048 
167/564 [=======>......................] - ETA: 0:13<0:31 - loss: 0.2050 
168/564 [=======>......................] - ETA: 0:13<0:31 - loss: 0.2046 
169/564 [=======>......................] - ETA: 0:13<0:31 - loss: 0.2041 
170/564 [========>.....................] - ETA: 0:13<0:31 - loss: 0.2039 
171/564 [========>.....................] - ETA: 0:13<0:31 - loss: 0.2045 
172/564 [========>.....................] - ETA: 0:13<0:31 - loss: 0.2048 
173/564 [========>.....................] - ETA: 0:13<0:30 - loss: 0.2050 
174/564 [========>.....................] - ETA: 0:13<0:30 - loss: 0.2056 
175/564 [========>.....................] - ETA: 0:13<0:30 - loss: 0.2054 
176/564 [========>.....................] - ETA: 0:13<0:30 - loss: 0.2057 
177/564 [========>.....................] - ETA: 0:14<0:30 - loss: 0.2051 
178/564 [========>.....................] - ETA: 0:14<0:30 - loss: 0.2056 
179/564 [========>.....................] - ETA: 0:14<0:30 - loss: 0.2057 
180/564 [========>.....................] - ETA: 0:14<0:30 - loss: 0.2062 
181/564 [========>.....................] - ETA: 0:14<0:30 - loss: 0.2070 
182/564 [========>.....................] - ETA: 0:14<0:30 - loss: 0.2070 
183/564 [========>.....................] - ETA: 0:14<0:30 - loss: 0.2077 
184/564 [========>.....................] - ETA: 0:14<0:30 - loss: 0.2074 
185/564 [========>.....................] - ETA: 0:14<0:30 - loss: 0.2080 
186/564 [========>.....................] - ETA: 0:14<0:29 - loss: 0.2084 
187/564 [========>.....................] - ETA: 0:14<0:29 - loss: 0.2084 
188/564 [=========>....................] - ETA: 0:14<0:29 - loss: 0.2091 
189/564 [=========>....................] - ETA: 0:14<0:29 - loss: 0.2092 
190/564 [=========>....................] - ETA: 0:15<0:29 - loss: 0.2092 
191/564 [=========>....................] - ETA: 0:15<0:29 - loss: 0.2095 
192/564 [=========>....................] - ETA: 0:15<0:29 - loss: 0.2093 
193/564 [=========>....................] - ETA: 0:15<0:29 - loss: 0.2097 
194/564 [=========>....................] - ETA: 0:15<0:29 - loss: 0.2091 
195/564 [=========>....................] - ETA: 0:15<0:29 - loss: 0.2089 
196/564 [=========>....................] - ETA: 0:15<0:29 - loss: 0.2086 
197/564 [=========>....................] - ETA: 0:15<0:29 - loss: 0.2084 
198/564 [=========>....................] - ETA: 0:15<0:29 - loss: 0.2086 
199/564 [=========>....................] - ETA: 0:15<0:28 - loss: 0.2095 
200/564 [=========>....................] - ETA: 0:15<0:28 - loss: 0.2092 
201/564 [=========>....................] - ETA: 0:15<0:28 - loss: 0.2095 
202/564 [=========>....................] - ETA: 0:16<0:28 - loss: 0.2094 
203/564 [=========>....................] - ETA: 0:16<0:28 - loss: 0.2100 
204/564 [=========>....................] - ETA: 0:16<0:28 - loss: 0.2099 
205/564 [=========>....................] - ETA: 0:16<0:28 - loss: 0.2099 
206/564 [=========>....................] - ETA: 0:16<0:28 - loss: 0.2097 
207/564 [==========>...................] - ETA: 0:16<0:28 - loss: 0.2099 
208/564 [==========>...................] - ETA: 0:16<0:28 - loss: 0.2097 
209/564 [==========>...................] - ETA: 0:16<0:28 - loss: 0.2099 
210/564 [==========>...................] - ETA: 0:16<0:28 - loss: 0.2110 
211/564 [==========>...................] - ETA: 0:16<0:27 - loss: 0.2106 
212/564 [==========>...................] - ETA: 0:16<0:27 - loss: 0.2114 
213/564 [==========>...................] - ETA: 0:16<0:27 - loss: 0.2117 
214/564 [==========>...................] - ETA: 0:16<0:27 - loss: 0.2116 
215/564 [==========>...................] - ETA: 0:17<0:27 - loss: 0.2108 
216/564 [==========>...................] - ETA: 0:17<0:27 - loss: 0.2105 
217/564 [==========>...................] - ETA: 0:17<0:27 - loss: 0.2113 
218/564 [==========>...................] - ETA: 0:17<0:27 - loss: 0.2116 
219/564 [==========>...................] - ETA: 0:17<0:27 - loss: 0.2118 
220/564 [==========>...................] - ETA: 0:17<0:27 - loss: 0.2117 
221/564 [==========>...................] - ETA: 0:17<0:27 - loss: 0.2116 
222/564 [==========>...................] - ETA: 0:17<0:27 - loss: 0.2112 
223/564 [==========>...................] - ETA: 0:17<0:27 - loss: 0.2108 
224/564 [==========>...................] - ETA: 0:17<0:26 - loss: 0.2112 
225/564 [==========>...................] - ETA: 0:17<0:26 - loss: 0.2119 
226/564 [===========>..................] - ETA: 0:17<0:26 - loss: 0.2122 
227/564 [===========>..................] - ETA: 0:18<0:26 - loss: 0.2120 
228/564 [===========>..................] - ETA: 0:18<0:26 - loss: 0.2109 
229/564 [===========>..................] - ETA: 0:18<0:26 - loss: 0.2108 
230/564 [===========>..................] - ETA: 0:18<0:26 - loss: 0.2109 
231/564 [===========>..................] - ETA: 0:18<0:26 - loss: 0.2106 
232/564 [===========>..................] - ETA: 0:18<0:26 - loss: 0.2106 
233/564 [===========>..................] - ETA: 0:18<0:26 - loss: 0.2096 
234/564 [===========>..................] - ETA: 0:18<0:26 - loss: 0.2106 
235/564 [===========>..................] - ETA: 0:18<0:26 - loss: 0.2099 
236/564 [===========>..................] - ETA: 0:18<0:26 - loss: 0.2101 
237/564 [===========>..................] - ETA: 0:18<0:25 - loss: 0.2101 
238/564 [===========>..................] - ETA: 0:18<0:25 - loss: 0.2100 
239/564 [===========>..................] - ETA: 0:18<0:25 - loss: 0.2103 
240/564 [===========>..................] - ETA: 0:19<0:25 - loss: 0.2109 
241/564 [===========>..................] - ETA: 0:19<0:25 - loss: 0.2111 
242/564 [===========>..................] - ETA: 0:19<0:25 - loss: 0.2115 
243/564 [===========>..................] - ETA: 0:19<0:25 - loss: 0.2112 
244/564 [===========>..................] - ETA: 0:19<0:25 - loss: 0.2124 
245/564 [============>.................] - ETA: 0:19<0:25 - loss: 0.2126 
246/564 [============>.................] - ETA: 0:19<0:25 - loss: 0.2122 
247/564 [============>.................] - ETA: 0:19<0:25 - loss: 0.2118 
248/564 [============>.................] - ETA: 0:19<0:25 - loss: 0.2115 
249/564 [============>.................] - ETA: 0:19<0:25 - loss: 0.2109 
250/564 [============>.................] - ETA: 0:19<0:24 - loss: 0.2105 
251/564 [============>.................] - ETA: 0:19<0:24 - loss: 0.2108 
252/564 [============>.................] - ETA: 0:20<0:24 - loss: 0.2097 
253/564 [============>.................] - ETA: 0:20<0:24 - loss: 0.2096 
254/564 [============>.................] - ETA: 0:20<0:24 - loss: 0.2094 
255/564 [============>.................] - ETA: 0:20<0:24 - loss: 0.2089 
256/564 [============>.................] - ETA: 0:20<0:24 - loss: 0.2083 
257/564 [============>.................] - ETA: 0:20<0:24 - loss: 0.2078 
258/564 [============>.................] - ETA: 0:20<0:24 - loss: 0.2083 
259/564 [============>.................] - ETA: 0:20<0:24 - loss: 0.2080 
260/564 [============>.................] - ETA: 0:20<0:24 - loss: 0.2073 
261/564 [============>.................] - ETA: 0:20<0:24 - loss: 0.2076 
262/564 [============>.................] - ETA: 0:20<0:23 - loss: 0.2081 
263/564 [============>.................] - ETA: 0:20<0:23 - loss: 0.2082 
264/564 [=============>................] - ETA: 0:20<0:23 - loss: 0.2084 
265/564 [=============>................] - ETA: 0:21<0:23 - loss: 0.2088 
266/564 [=============>................] - ETA: 0:21<0:23 - loss: 0.2087 
267/564 [=============>................] - ETA: 0:21<0:23 - loss: 0.2093 
268/564 [=============>................] - ETA: 0:21<0:23 - loss: 0.2094 
269/564 [=============>................] - ETA: 0:21<0:23 - loss: 0.2096 
270/564 [=============>................] - ETA: 0:21<0:23 - loss: 0.2105 
271/564 [=============>................] - ETA: 0:21<0:23 - loss: 0.2107 
272/564 [=============>................] - ETA: 0:21<0:23 - loss: 0.2111 
273/564 [=============>................] - ETA: 0:21<0:23 - loss: 0.2105 
274/564 [=============>................] - ETA: 0:21<0:23 - loss: 0.2106 
275/564 [=============>................] - ETA: 0:21<0:22 - loss: 0.2107 
276/564 [=============>................] - ETA: 0:21<0:22 - loss: 0.2107 
277/564 [=============>................] - ETA: 0:22<0:22 - loss: 0.2108 
278/564 [=============>................] - ETA: 0:22<0:22 - loss: 0.2110 
279/564 [=============>................] - ETA: 0:22<0:22 - loss: 0.2103 
280/564 [=============>................] - ETA: 0:22<0:22 - loss: 0.2103 
281/564 [=============>................] - ETA: 0:22<0:22 - loss: 0.2103 
282/564 [==============>...............] - ETA: 0:22<0:22 - loss: 0.2099 
283/564 [==============>...............] - ETA: 0:22<0:22 - loss: 0.2095 
284/564 [==============>...............] - ETA: 0:22<0:22 - loss: 0.2093 
285/564 [==============>...............] - ETA: 0:22<0:22 - loss: 0.2100 
286/564 [==============>...............] - ETA: 0:22<0:22 - loss: 0.2104 
287/564 [==============>...............] - ETA: 0:22<0:22 - loss: 0.2101 
288/564 [==============>...............] - ETA: 0:22<0:21 - loss: 0.2096 
289/564 [==============>...............] - ETA: 0:22<0:21 - loss: 0.2091 
290/564 [==============>...............] - ETA: 0:23<0:21 - loss: 0.2093 
291/564 [==============>...............] - ETA: 0:23<0:21 - loss: 0.2101 
292/564 [==============>...............] - ETA: 0:23<0:21 - loss: 0.2106 
293/564 [==============>...............] - ETA: 0:23<0:21 - loss: 0.2106 
294/564 [==============>...............] - ETA: 0:23<0:21 - loss: 0.2102 
295/564 [==============>...............] - ETA: 0:23<0:21 - loss: 0.2109 
296/564 [==============>...............] - ETA: 0:23<0:21 - loss: 0.2111 
297/564 [==============>...............] - ETA: 0:23<0:21 - loss: 0.2114 
298/564 [==============>...............] - ETA: 0:23<0:21 - loss: 0.2115 
299/564 [==============>...............] - ETA: 0:23<0:21 - loss: 0.2112 
300/564 [==============>...............] - ETA: 0:23<0:20 - loss: 0.2116 
301/564 [===============>..............] - ETA: 0:23<0:20 - loss: 0.2115 
302/564 [===============>..............] - ETA: 0:23<0:20 - loss: 0.2121 
303/564 [===============>..............] - ETA: 0:24<0:20 - loss: 0.2120 
304/564 [===============>..............] - ETA: 0:24<0:20 - loss: 0.2120 
305/564 [===============>..............] - ETA: 0:24<0:20 - loss: 0.2118 
306/564 [===============>..............] - ETA: 0:24<0:20 - loss: 0.2125 
307/564 [===============>..............] - ETA: 0:24<0:20 - loss: 0.2119 
308/564 [===============>..............] - ETA: 0:24<0:20 - loss: 0.2119 
309/564 [===============>..............] - ETA: 0:24<0:20 - loss: 0.2112 
310/564 [===============>..............] - ETA: 0:24<0:20 - loss: 0.2110 
311/564 [===============>..............] - ETA: 0:24<0:20 - loss: 0.2113 
312/564 [===============>..............] - ETA: 0:24<0:20 - loss: 0.2118 
313/564 [===============>..............] - ETA: 0:24<0:19 - loss: 0.2125 
314/564 [===============>..............] - ETA: 0:24<0:19 - loss: 0.2125 
315/564 [===============>..............] - ETA: 0:25<0:19 - loss: 0.2138 
316/564 [===============>..............] - ETA: 0:25<0:19 - loss: 0.2145 
317/564 [===============>..............] - ETA: 0:25<0:19 - loss: 0.2140 
318/564 [===============>..............] - ETA: 0:25<0:19 - loss: 0.2136 
319/564 [===============>..............] - ETA: 0:25<0:19 - loss: 0.2140 
320/564 [================>.............] - ETA: 0:25<0:19 - loss: 0.2144 
321/564 [================>.............] - ETA: 0:25<0:19 - loss: 0.2149 
322/564 [================>.............] - ETA: 0:25<0:19 - loss: 0.2155 
323/564 [================>.............] - ETA: 0:25<0:19 - loss: 0.2150 
324/564 [================>.............] - ETA: 0:25<0:19 - loss: 0.2151 
325/564 [================>.............] - ETA: 0:25<0:18 - loss: 0.2150 
326/564 [================>.............] - ETA: 0:25<0:18 - loss: 0.2155 
327/564 [================>.............] - ETA: 0:25<0:18 - loss: 0.2163 
328/564 [================>.............] - ETA: 0:26<0:18 - loss: 0.2166 
329/564 [================>.............] - ETA: 0:26<0:18 - loss: 0.2167 
330/564 [================>.............] - ETA: 0:26<0:18 - loss: 0.2174 
331/564 [================>.............] - ETA: 0:26<0:18 - loss: 0.2182 
332/564 [================>.............] - ETA: 0:26<0:18 - loss: 0.2183 
333/564 [================>.............] - ETA: 0:26<0:18 - loss: 0.2188 
334/564 [================>.............] - ETA: 0:26<0:18 - loss: 0.2190 
335/564 [================>.............] - ETA: 0:26<0:18 - loss: 0.2190 
336/564 [================>.............] - ETA: 0:26<0:18 - loss: 0.2183 
337/564 [================>.............] - ETA: 0:26<0:18 - loss: 0.2177 
338/564 [================>.............] - ETA: 0:26<0:17 - loss: 0.2177 
339/564 [=================>............] - ETA: 0:26<0:17 - loss: 0.2170 
340/564 [=================>............] - ETA: 0:27<0:17 - loss: 0.2170 
341/564 [=================>............] - ETA: 0:27<0:17 - loss: 0.2172 
342/564 [=================>............] - ETA: 0:27<0:17 - loss: 0.2178 
343/564 [=================>............] - ETA: 0:27<0:17 - loss: 0.2188 
344/564 [=================>............] - ETA: 0:27<0:17 - loss: 0.2185 
345/564 [=================>............] - ETA: 0:27<0:17 - loss: 0.2184 
346/564 [=================>............] - ETA: 0:27<0:17 - loss: 0.2179 
347/564 [=================>............] - ETA: 0:27<0:17 - loss: 0.2190 
348/564 [=================>............] - ETA: 0:27<0:17 - loss: 0.2192 
349/564 [=================>............] - ETA: 0:27<0:17 - loss: 0.2187 
350/564 [=================>............] - ETA: 0:27<0:16 - loss: 0.2187 
351/564 [=================>............] - ETA: 0:27<0:16 - loss: 0.2192 
352/564 [=================>............] - ETA: 0:27<0:16 - loss: 0.2200 
353/564 [=================>............] - ETA: 0:28<0:16 - loss: 0.2201 
354/564 [=================>............] - ETA: 0:28<0:16 - loss: 0.2200 
355/564 [=================>............] - ETA: 0:28<0:16 - loss: 0.2210 
356/564 [=================>............] - ETA: 0:28<0:16 - loss: 0.2221 
357/564 [=================>............] - ETA: 0:28<0:16 - loss: 0.2223 
358/564 [==================>...........] - ETA: 0:28<0:16 - loss: 0.2220 
359/564 [==================>...........] - ETA: 0:28<0:16 - loss: 0.2218 
360/564 [==================>...........] - ETA: 0:28<0:16 - loss: 0.2214 
361/564 [==================>...........] - ETA: 0:28<0:16 - loss: 0.2214 
362/564 [==================>...........] - ETA: 0:28<0:16 - loss: 0.2213 
363/564 [==================>...........] - ETA: 0:28<0:15 - loss: 0.2206 
364/564 [==================>...........] - ETA: 0:28<0:15 - loss: 0.2207 
365/564 [==================>...........] - ETA: 0:28<0:15 - loss: 0.2207 
366/564 [==================>...........] - ETA: 0:29<0:15 - loss: 0.2211 
367/564 [==================>...........] - ETA: 0:29<0:15 - loss: 0.2211 
368/564 [==================>...........] - ETA: 0:29<0:15 - loss: 0.2210 
369/564 [==================>...........] - ETA: 0:29<0:15 - loss: 0.2210 
370/564 [==================>...........] - ETA: 0:29<0:15 - loss: 0.2206 
371/564 [==================>...........] - ETA: 0:29<0:15 - loss: 0.2204 
372/564 [==================>...........] - ETA: 0:29<0:15 - loss: 0.2199 
373/564 [==================>...........] - ETA: 0:29<0:15 - loss: 0.2210 
374/564 [==================>...........] - ETA: 0:29<0:15 - loss: 0.2207 
375/564 [==================>...........] - ETA: 0:29<0:15 - loss: 0.2206 
376/564 [===================>..........] - ETA: 0:29<0:14 - loss: 0.2219 
377/564 [===================>..........] - ETA: 0:29<0:14 - loss: 0.2227 
378/564 [===================>..........] - ETA: 0:30<0:14 - loss: 0.2219 
379/564 [===================>..........] - ETA: 0:30<0:14 - loss: 0.2224 
380/564 [===================>..........] - ETA: 0:30<0:14 - loss: 0.2228 
381/564 [===================>..........] - ETA: 0:30<0:14 - loss: 0.2226 
382/564 [===================>..........] - ETA: 0:30<0:14 - loss: 0.2228 
383/564 [===================>..........] - ETA: 0:30<0:14 - loss: 0.2232 
384/564 [===================>..........] - ETA: 0:30<0:14 - loss: 0.2234 
385/564 [===================>..........] - ETA: 0:30<0:14 - loss: 0.2227 
386/564 [===================>..........] - ETA: 0:30<0:14 - loss: 0.2229 
387/564 [===================>..........] - ETA: 0:30<0:14 - loss: 0.2228 
388/564 [===================>..........] - ETA: 0:30<0:13 - loss: 0.2236 
389/564 [===================>..........] - ETA: 0:30<0:13 - loss: 0.2238 
390/564 [===================>..........] - ETA: 0:30<0:13 - loss: 0.2236 
391/564 [===================>..........] - ETA: 0:31<0:13 - loss: 0.2225 
392/564 [===================>..........] - ETA: 0:31<0:13 - loss: 0.2220 
393/564 [===================>..........] - ETA: 0:31<0:13 - loss: 0.2224 
394/564 [===================>..........] - ETA: 0:31<0:13 - loss: 0.2227 
395/564 [====================>.........] - ETA: 0:31<0:13 - loss: 0.2226 
396/564 [====================>.........] - ETA: 0:31<0:13 - loss: 0.2229 
397/564 [====================>.........] - ETA: 0:31<0:13 - loss: 0.2230 
398/564 [====================>.........] - ETA: 0:31<0:13 - loss: 0.2228 
399/564 [====================>.........] - ETA: 0:31<0:13 - loss: 0.2224 
400/564 [====================>.........] - ETA: 0:31<0:13 - loss: 0.2224 
401/564 [====================>.........] - ETA: 0:31<0:12 - loss: 0.2226 
402/564 [====================>.........] - ETA: 0:31<0:12 - loss: 0.2222 
403/564 [====================>.........] - ETA: 0:32<0:12 - loss: 0.2222 
404/564 [====================>.........] - ETA: 0:32<0:12 - loss: 0.2224 
405/564 [====================>.........] - ETA: 0:32<0:12 - loss: 0.2224 
406/564 [====================>.........] - ETA: 0:32<0:12 - loss: 0.2226 
407/564 [====================>.........] - ETA: 0:32<0:12 - loss: 0.2235 
408/564 [====================>.........] - ETA: 0:32<0:12 - loss: 0.2239 
409/564 [====================>.........] - ETA: 0:32<0:12 - loss: 0.2235 
410/564 [====================>.........] - ETA: 0:32<0:12 - loss: 0.2237 
411/564 [====================>.........] - ETA: 0:32<0:12 - loss: 0.2241 
412/564 [====================>.........] - ETA: 0:32<0:12 - loss: 0.2238 
413/564 [====================>.........] - ETA: 0:32<0:12 - loss: 0.2230 
414/564 [=====================>........] - ETA: 0:32<0:11 - loss: 0.2233 
415/564 [=====================>........] - ETA: 0:32<0:11 - loss: 0.2228 
416/564 [=====================>........] - ETA: 0:33<0:11 - loss: 0.2223 
417/564 [=====================>........] - ETA: 0:33<0:11 - loss: 0.2221 
418/564 [=====================>........] - ETA: 0:33<0:11 - loss: 0.2229 
419/564 [=====================>........] - ETA: 0:33<0:11 - loss: 0.2227 
420/564 [=====================>........] - ETA: 0:33<0:11 - loss: 0.2223 
421/564 [=====================>........] - ETA: 0:33<0:11 - loss: 0.2227 
422/564 [=====================>........] - ETA: 0:33<0:11 - loss: 0.2225 
423/564 [=====================>........] - ETA: 0:33<0:11 - loss: 0.2230 
424/564 [=====================>........] - ETA: 0:33<0:11 - loss: 0.2228 
425/564 [=====================>........] - ETA: 0:33<0:11 - loss: 0.2234 
426/564 [=====================>........] - ETA: 0:33<0:10 - loss: 0.2226 
427/564 [=====================>........] - ETA: 0:33<0:10 - loss: 0.2220 
428/564 [=====================>........] - ETA: 0:34<0:10 - loss: 0.2219 
429/564 [=====================>........] - ETA: 0:34<0:10 - loss: 0.2220 
430/564 [=====================>........] - ETA: 0:34<0:10 - loss: 0.2217 
431/564 [=====================>........] - ETA: 0:34<0:10 - loss: 0.2221 
432/564 [=====================>........] - ETA: 0:34<0:10 - loss: 0.2220 
433/564 [======================>.......] - ETA: 0:34<0:10 - loss: 0.2224 
434/564 [======================>.......] - ETA: 0:34<0:10 - loss: 0.2228 
435/564 [======================>.......] - ETA: 0:34<0:10 - loss: 0.2228 
436/564 [======================>.......] - ETA: 0:34<0:10 - loss: 0.2227 
437/564 [======================>.......] - ETA: 0:34<0:10 - loss: 0.2229 
438/564 [======================>.......] - ETA: 0:34<0:10 - loss: 0.2234 
439/564 [======================>.......] - ETA: 0:34<0:09 - loss: 0.2241 
440/564 [======================>.......] - ETA: 0:34<0:09 - loss: 0.2241 
441/564 [======================>.......] - ETA: 0:35<0:09 - loss: 0.2245 
442/564 [======================>.......] - ETA: 0:35<0:09 - loss: 0.2241 
443/564 [======================>.......] - ETA: 0:35<0:09 - loss: 0.2237 
444/564 [======================>.......] - ETA: 0:35<0:09 - loss: 0.2240 
445/564 [======================>.......] - ETA: 0:35<0:09 - loss: 0.2243 
446/564 [======================>.......] - ETA: 0:35<0:09 - loss: 0.2251 
447/564 [======================>.......] - ETA: 0:35<0:09 - loss: 0.2243 
448/564 [======================>.......] - ETA: 0:35<0:09 - loss: 0.2246 
449/564 [======================>.......] - ETA: 0:35<0:09 - loss: 0.2252 
450/564 [======================>.......] - ETA: 0:35<0:09 - loss: 0.2249 
451/564 [======================>.......] - ETA: 0:35<0:08 - loss: 0.2249 
452/564 [=======================>......] - ETA: 0:35<0:08 - loss: 0.2257 
453/564 [=======================>......] - ETA: 0:36<0:08 - loss: 0.2261 
454/564 [=======================>......] - ETA: 0:36<0:08 - loss: 0.2266 
455/564 [=======================>......] - ETA: 0:36<0:08 - loss: 0.2264 
456/564 [=======================>......] - ETA: 0:36<0:08 - loss: 0.2257 
457/564 [=======================>......] - ETA: 0:36<0:08 - loss: 0.2265 
458/564 [=======================>......] - ETA: 0:36<0:08 - loss: 0.2264 
459/564 [=======================>......] - ETA: 0:36<0:08 - loss: 0.2268 
460/564 [=======================>......] - ETA: 0:36<0:08 - loss: 0.2279 
461/564 [=======================>......] - ETA: 0:36<0:08 - loss: 0.2281 
462/564 [=======================>......] - ETA: 0:36<0:08 - loss: 0.2282 
463/564 [=======================>......] - ETA: 0:36<0:08 - loss: 0.2289 
464/564 [=======================>......] - ETA: 0:36<0:07 - loss: 0.2290 
465/564 [=======================>......] - ETA: 0:36<0:07 - loss: 0.2289 
466/564 [=======================>......] - ETA: 0:37<0:07 - loss: 0.2278 
467/564 [=======================>......] - ETA: 0:37<0:07 - loss: 0.2283 
468/564 [=======================>......] - ETA: 0:37<0:07 - loss: 0.2282 
469/564 [=======================>......] - ETA: 0:37<0:07 - loss: 0.2289 
470/564 [========================>.....] - ETA: 0:37<0:07 - loss: 0.2289 
471/564 [========================>.....] - ETA: 0:37<0:07 - loss: 0.2298 
472/564 [========================>.....] - ETA: 0:37<0:07 - loss: 0.2298 
473/564 [========================>.....] - ETA: 0:37<0:07 - loss: 0.2295 
474/564 [========================>.....] - ETA: 0:37<0:07 - loss: 0.2296 
475/564 [========================>.....] - ETA: 0:37<0:07 - loss: 0.2299 
476/564 [========================>.....] - ETA: 0:37<0:06 - loss: 0.2287 
477/564 [========================>.....] - ETA: 0:37<0:06 - loss: 0.2282 
478/564 [========================>.....] - ETA: 0:38<0:06 - loss: 0.2291 
479/564 [========================>.....] - ETA: 0:38<0:06 - loss: 0.2300 
480/564 [========================>.....] - ETA: 0:38<0:06 - loss: 0.2294 
481/564 [========================>.....] - ETA: 0:38<0:06 - loss: 0.2302 
482/564 [========================>.....] - ETA: 0:38<0:06 - loss: 0.2316 
483/564 [========================>.....] - ETA: 0:38<0:06 - loss: 0.2318 
484/564 [========================>.....] - ETA: 0:38<0:06 - loss: 0.2320 
485/564 [========================>.....] - ETA: 0:38<0:06 - loss: 0.2322 
486/564 [========================>.....] - ETA: 0:38<0:06 - loss: 0.2319 
487/564 [========================>.....] - ETA: 0:38<0:06 - loss: 0.2324 
488/564 [========================>.....] - ETA: 0:38<0:06 - loss: 0.2321 
489/564 [=========================>....] - ETA: 0:38<0:05 - loss: 0.2324 
490/564 [=========================>....] - ETA: 0:38<0:05 - loss: 0.2331 
491/564 [=========================>....] - ETA: 0:39<0:05 - loss: 0.2342 
492/564 [=========================>....] - ETA: 0:39<0:05 - loss: 0.2349 
493/564 [=========================>....] - ETA: 0:39<0:05 - loss: 0.2351 
494/564 [=========================>....] - ETA: 0:39<0:05 - loss: 0.2356 
495/564 [=========================>....] - ETA: 0:39<0:05 - loss: 0.2355 
496/564 [=========================>....] - ETA: 0:39<0:05 - loss: 0.2355 
497/564 [=========================>....] - ETA: 0:39<0:05 - loss: 0.2357 
498/564 [=========================>....] - ETA: 0:39<0:05 - loss: 0.2361 
499/564 [=========================>....] - ETA: 0:39<0:05 - loss: 0.2368 
500/564 [=========================>....] - ETA: 0:39<0:05 - loss: 0.2365 
501/564 [=========================>....] - ETA: 0:39<0:05 - loss: 0.2364 
502/564 [=========================>....] - ETA: 0:39<0:04 - loss: 0.2370 
503/564 [=========================>....] - ETA: 0:40<0:04 - loss: 0.2371 
504/564 [=========================>....] - ETA: 0:40<0:04 - loss: 0.2378 
505/564 [=========================>....] - ETA: 0:40<0:04 - loss: 0.2382 
506/564 [=========================>....] - ETA: 0:40<0:04 - loss: 0.2380 
507/564 [=========================>....] - ETA: 0:40<0:04 - loss: 0.2375 
508/564 [==========================>...] - ETA: 0:40<0:04 - loss: 0.2380 
509/564 [==========================>...] - ETA: 0:40<0:04 - loss: 0.2383 
510/564 [==========================>...] - ETA: 0:40<0:04 - loss: 0.2378 
511/564 [==========================>...] - ETA: 0:40<0:04 - loss: 0.2379 
512/564 [==========================>...] - ETA: 0:40<0:04 - loss: 0.2379 
513/564 [==========================>...] - ETA: 0:40<0:04 - loss: 0.2382 
514/564 [==========================>...] - ETA: 0:40<0:03 - loss: 0.2377 
515/564 [==========================>...] - ETA: 0:40<0:03 - loss: 0.2382 
516/564 [==========================>...] - ETA: 0:41<0:03 - loss: 0.2386 
517/564 [==========================>...] - ETA: 0:41<0:03 - loss: 0.2387 
518/564 [==========================>...] - ETA: 0:41<0:03 - loss: 0.2382 
519/564 [==========================>...] - ETA: 0:41<0:03 - loss: 0.2384 
520/564 [==========================>...] - ETA: 0:41<0:03 - loss: 0.2392 
521/564 [==========================>...] - ETA: 0:41<0:03 - loss: 0.2391 
522/564 [==========================>...] - ETA: 0:41<0:03 - loss: 0.2395 
523/564 [==========================>...] - ETA: 0:41<0:03 - loss: 0.2393 
524/564 [==========================>...] - ETA: 0:41<0:03 - loss: 0.2395 
525/564 [==========================>...] - ETA: 0:41<0:03 - loss: 0.2389 
526/564 [==========================>...] - ETA: 0:41<0:03 - loss: 0.2404 
527/564 [===========================>..] - ETA: 0:41<0:02 - loss: 0.2409 
528/564 [===========================>..] - ETA: 0:41<0:02 - loss: 0.2415 
529/564 [===========================>..] - ETA: 0:42<0:02 - loss: 0.2413 
530/564 [===========================>..] - ETA: 0:42<0:02 - loss: 0.2411 
531/564 [===========================>..] - ETA: 0:42<0:02 - loss: 0.2405 
