id,survey_type,province,city,county,gender,nationality,religion,religion_freq,edu,edu_status,income,political,floor_area,property_0,property_1,property_2,property_3,property_4,property_5,property_6,property_7,property_8,height_cm,weight_jin,health,health_problem,depression,hukou,hukou_loc,media_1,media_2,media_3,media_4,media_5,media_6,leisure_1,leisure_2,leisure_3,leisure_4,leisure_5,leisure_6,leisure_7,leisure_8,leisure_9,leisure_10,leisure_11,leisure_12,socialize,relax,learn,social_neighbor,social_friend,socia_outing,equity,class,class_10_before,class_10_after,class_14,work_exper,work_status,work_yr,work_type,work_manage,insur_1,insur_2,insur_3,insur_4,family_income,family_m,family_status,house,car,invest_0,invest_1,invest_2,invest_3,invest_4,invest_5,invest_6,invest_7,invest_8,son,daughter,minor_child,marital,s_edu,s_political,s_hukou,s_income,s_work_exper,s_work_status,s_work_type,f_edu,f_political,f_work_14,m_edu,m_political,m_work_14,status_peer,status_3_before,view,inc_ability,inc_exp,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_9,trust_10,trust_11,trust_12,trust_13,neighbor_familiarity,public_service_1,public_service_2,public_service_3,public_service_4,public_service_5,public_service_6,public_service_7,public_service_8,public_service_9,survey_year,survey_hour,survey_week_day,age,has_edu_yer,edu_age,s_age,f_age,m_age,marital_1st_age,marital_now_age,if_exp_inc
3326,1,11,31,54,1,1.0,1.0,4.0,4.0,4.0,25000.0,1.0,61.0,0,1,0,0,0,0,0,0,0,171,150,4.0,3.0,3.0,2,1.0,3.0,3.0,2.0,4.0,4.0,3.0,1.0,5.0,4.0,2.0,4.0,3.0,3.0,3.0,5.0,5.0,3.0,1.0,2.0,2.0,1.0,4.0,3.0,3.0,1.0,5.0,4.0,6.0,3.0,5,-1.0,15.328795811518324,-1.0,-1.0,1.0,1.0,2.0,2.0,25000.0,1.0,2.0,1.0,2.0,0,1,0,0,0,0,0,0,0,0.0,2.0,2.0,6,-1.0,-1.0,-1.0,30662.25072738773,-1.0,-1.0,-1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,4.0,3.0,100000.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,70.0,60.0,50.0,60.0,60.0,60.0,80.0,60.0,85.0,2015,15,3,43,1,12.0,0.0,0.0,66.0,15.0,0.0,0
3327,2,21,62,98,2,1.0,0.0,4.0,4.0,2.0,0.0,1.0,142.0,0,1,0,0,0,0,0,0,0,144,104,4.0,5.0,2.0,1,1.0,1.0,1.0,1.0,5.0,4.0,3.0,1.0,5.0,2.0,5.0,5.0,4.0,4.0,3.0,5.0,5.0,4.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,2.0,5.0,1.0,8.0,1.0,5,-1.0,15.328795811518324,-1.0,-1.0,1.0,1.0,2.0,2.0,15000.0,4.0,2.0,1.0,1.0,0,1,0,0,0,0,0,0,0,1.0,0.0,1.0,3,3.0,1.0,1.0,15000.0,1.0,8.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,4.0,2.0,50000.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,-1.0,-1.0,-1.0,1.0,4.0,40.0,40.0,60.0,40.0,50.0,40.0,40.0,60.0,50.0,2015,14,2,26,1,12.0,31.0,70.0,69.0,25.0,25.0,0
3328,1,27,79,119,1,1.0,1.0,1.0,12.0,1.0,3000.0,2.0,70.0,0,0,0,0,1,0,0,0,0,170,130,5.0,4.0,5.0,2,2.0,2.0,2.0,2.0,3.0,4.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,5.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,5.0,5.0,6.0,4.0,5,-1.0,15.328795811518324,-1.0,-1.0,1.0,2.0,2.0,2.0,100000.0,2.0,3.0,1.0,2.0,0,1,0,0,0,0,0,0,0,0.0,0.0,-1.0,1,-1.0,-1.0,-1.0,30662.25072738773,-1.0,-1.0,-1.0,4.0,1.0,9.0,4.0,1.0,8.0,2.0,2.0,4.0,2.0,100000.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,2015,12,2,23,1,20.0,0.0,50.0,46.0,0.0,0.0,0
3329,1,12,32,56,2,1.0,1.0,1.0,12.0,4.0,70000.0,4.0,60.0,0,1,0,0,0,0,0,0,0,155,90,3.0,3.0,3.0,5,1.0,2.0,2.0,2.0,2.0,4.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,2.0,5.0,5.0,1.0,3.0,3.0,4.0,2.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,1,3.0,15.0,1.0,2.0,1.0,2.0,2.0,2.0,140000.0,2.0,3.0,1.0,1.0,0,0,1,0,0,0,0,0,0,1.0,0.0,1.0,3,12.0,1.0,5.0,70000.0,1.0,3.0,1.0,10.0,4.0,1.0,10.0,1.0,1.0,2.0,2.0,4.0,3.0,10000.0,4.0,-1.0,-1.0,-1.0,4.0,4.0,3.0,4.0,-1.0,3.0,-1.0,3.0,3.0,4.0,50.0,60.0,60.0,70.0,60.0,60.0,60.0,70.0,70.0,2015,15,0,38,1,24.0,41.0,72.0,66.0,27.0,27.0,1
3330,1,4,7,19,1,1.0,1.0,1.0,10.0,4.0,80000.0,1.0,159.0,0,1,0,0,0,0,0,0,0,171,134,5.0,5.0,4.0,4,3.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,4.0,5.0,2.0,3.0,4.0,3.0,3.0,3.0,5.0,5.0,2.0,2.0,4.0,4.0,7.0,2.0,2.0,2.0,6.0,5.0,7.0,5.0,5,-1.0,15.328795811518324,-1.0,-1.0,2.0,2.0,2.0,2.0,150000.0,3.0,3.0,4.0,1.0,0,0,1,0,0,0,0,0,0,0.0,0.0,-1.0,6,-1.0,-1.0,-1.0,30662.25072738773,-1.0,-1.0,-1.0,12.0,1.0,1.0,7.0,1.0,1.0,2.0,1.0,1.0,3.0,2000000.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,45.0,30.0,23.0,55.0,56.0,78.0,90.0,12.0,17.0,2015,11,5,40,1,22.0,0.0,69.0,68.0,25.0,0.0,0
3331,1,16,46,77,1,1.0,-1.0,3.0,6.0,4.0,50000.0,2.0,300.0,0,1,0,0,0,0,0,0,0,170,140,5.0,4.0,4.0,1,1.0,2.0,3.0,1.0,5.0,5.0,1.0,1.0,4.0,1.0,3.0,4.0,3.0,2.0,1.0,2.0,5.0,3.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,4.0,4.0,3.0,4.0,3.0,1,2.0,30.0,1.0,4.0,1.0,1.0,2.0,2.0,120000.0,5.0,3.0,2.0,1.0,0,1,0,0,0,0,0,0,0,0.0,1.0,0.0,3,1.0,1.0,1.0,0.0,6.0,-1.0,-1.0,-1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,200000.0,5.0,4.0,3.0,3.0,5.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,1.0,5.0,70.0,50.0,90.0,90.0,90.0,80.0,70.0,50.0,60.0,2015,14,5,50,0,0.0,51.0,0.0,0.0,23.0,23.0,0
3332,2,21,64,100,1,1.0,1.0,1.0,4.0,4.0,10000.0,1.0,160.0,0,1,0,1,0,0,0,0,0,170,150,4.0,2.0,4.0,1,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,5.0,4.0,5.0,-1.0,4.0,3.0,5.0,5.0,5.0,-1.0,5.0,4.0,3.0,1.0,3.0,6.0,1.0,4.0,5.0,5.0,6.0,3.0,2,-1.0,15.328795811518324,-1.0,-1.0,1.0,1.0,2.0,2.0,20000.0,2.0,3.0,1.0,2.0,0,1,0,0,0,0,0,0,0,3.0,0.0,0.0,3,6.0,1.0,1.0,10000.0,1.0,3.0,1.0,2.0,1.0,16.0,1.0,1.0,2.0,3.0,3.0,4.0,2.0,10000.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,-1.0,-1.0,-1.0,2.0,4.0,75.0,75.0,80.0,75.0,70.0,80.0,70.0,75.0,80.0,2015,9,1,59,1,17.0,57.0,115.0,110.0,23.0,23.0,1
3333,2,28,81,123,1,1.0,1.0,1.0,1.0,-1.0,9600.0,1.0,80.0,0,1,0,0,0,0,0,0,0,157,100,2.0,3.0,2.0,1,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,4.0,2.0,4.0,1.0,4,-1.0,15.328795811518324,-1.0,-1.0,1.0,2.0,2.0,2.0,72466.43897578958,2.0,2.0,1.0,2.0,0,1,0,0,0,0,0,0,0,1.0,1.0,0.0,3,1.0,1.0,1.0,30662.25072738773,4.0,-1.0,-1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,4.0,3.0,2000.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,5.0,4.0,3.0,5.0,80.0,60.0,70.0,70.0,60.0,60.0,60.0,60.0,60.0,2015,9,3,62,0,0.0,64.0,0.0,0.0,23.0,23.0,1
3334,1,18,51,84,1,1.0,1.0,1.0,5.0,4.0,30000.0,1.0,110.0,0,1,1,0,0,0,0,0,0,174,136,5.0,5.0,5.0,1,1.0,2.0,2.0,2.0,3.0,5.0,2.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,5.0,1.0,4.0,4.0,4.0,2.0,2.0,1.0,4.0,4.0,4.0,5.0,4.0,1,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,30000.0,2.0,3.0,1.0,2.0,0,1,0,0,0,0,0,0,0,0.0,0.0,-1.0,3,5.0,1.0,2.0,0.0,5.0,-1.0,-1.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,3.0,100000.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,80.0,60.0,50.0,70.0,70.0,70.0,80.0,70.0,80.0,2015,15,0,26,0,0.0,25.0,49.0,50.0,25.0,25.0,0
3335,2,23,68,108,1,1.0,1.0,1.0,4.0,4.0,30000.0,1.0,256.0,0,1,0,0,0,0,0,0,0,168,116,5.0,3.0,3.0,1,1.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,1.0,3.0,5.0,1.0,1.0,3.0,6.0,1.0,1.0,3,-1.0,15.328795811518324,-1.0,-1.0,1.0,1.0,2.0,2.0,90000.0,4.0,5.0,1.0,2.0,0,1,0,0,0,0,0,0,0,1.0,1.0,0.0,3,4.0,1.0,1.0,30000.0,4.0,-1.0,-1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,40000.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,5.0,100.0,100.0,100.0,70.0,50.0,100.0,0.0,100.0,50.0,2015,7,2,59,1,20.0,53.0,113.0,106.0,29.0,29.0,0
3336,2,6,14,30,1,1.0,1.0,1.0,4.0,2.0,10000.0,1.0,120.0,0,0,0,1,0,0,0,0,0,170,105,3.0,3.0,3.0,1,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,5.0,2.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,1.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,2,-1.0,15.328795811518324,-1.0,-1.0,1.0,2.0,2.0,2.0,20000.0,2.0,2.0,0.0,2.0,0,1,0,0,0,0,0,0,0,3.0,1.0,0.0,3,1.0,1.0,1.0,2000.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,2.0,3.0,2.0,3000.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,5.0,2.0,-1.0,-1.0,-1.0,3.0,4.0,80.0,80.0,66.57144233548512,69.30834283542379,66.36057186573586,69.2766037381422,70.0,70.0,80.0,2015,10,3,71,0,0.0,67.0,0.0,0.0,25.0,25.0,1
3337,2,31,87,130,1,1.0,1.0,1.0,4.0,4.0,32805.33185371032,1.0,200.0,0,1,1,0,0,0,0,0,0,175,150,5.0,5.0,4.0,1,1.0,1.0,1.0,2.0,5.0,3.0,1.0,1.0,5.0,5.0,5.0,5.0,3.0,2.0,4.0,5.0,5.0,5.0,3.0,5.0,4.0,1.0,1.0,1.0,1.0,4.0,6.0,6.0,6.0,6.0,3,-1.0,15.328795811518324,-1.0,-1.0,1.0,-1.0,2.0,2.0,72466.43897578958,5.0,3.0,1.0,2.0,0,1,0,0,0,0,0,0,0,1.0,0.0,1.0,3,4.0,1.0,1.0,30662.25072738773,3.0,-1.0,-1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,50000.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,4.0,-1.0,3.0,1.0,4.0,80.0,70.0,70.0,60.0,60.0,70.0,70.0,60.0,70.0,2015,18,5,42,1,17.0,42.0,66.0,65.0,21.0,21.0,0
3338,1,31,86,129,1,1.0,1.0,1.0,3.0,4.0,35000.0,1.0,80.0,0,1,0,0,0,0,0,0,0,176,160,2.0,4.0,3.0,2,2.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,4.0,5.0,5.0,5.0,1.0,5.0,1.0,-1.0,-1.0,6.0,5.0,6.0,3.0,7.0,1.0,5,-1.0,15.328795811518324,-1.0,-1.0,1.0,-1.0,2.0,2.0,50000.0,2.0,3.0,1.0,2.0,0,1,0,0,0,0,0,0,0,3.0,4.0,0.0,3,3.0,1.0,2.0,15000.0,6.0,-1.0,-1.0,1.0,1.0,2.0,1.0,1.0,15.0,2.0,1.0,5.0,2.0,3500.0,4.0,3.0,-1.0,-1.0,5.0,5.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,4.0,90.0,90.0,66.57144233548512,69.30834283542379,66.36057186573586,69.2766037381422,80.0,69.60936145622652,70.04335889425353,2015,18,3,76,1,15.0,76.0,0.0,0.0,18.0,18.0,1
3339,2,28,81,123,1,1.0,1.0,1.0,4.0,2.0,1080.0,1.0,100.0,0,1,0,0,0,0,0,0,0,168,110,4.0,3.0,3.0,1,1.0,3.0,4.0,1.0,5.0,1.0,3.0,1.0,5.0,3.0,3.0,5.0,4.0,3.0,5.0,1.0,5.0,4.0,5.0,3.0,4.0,3.0,3.0,1.0,2.0,4.0,7.0,5.0,8.0,2.0,5,-1.0,15.328795811518324,-1.0,-1.0,1.0,1.0,2.0,2.0,10000.0,1.0,3.0,1.0,2.0,0,1,0,0,0,0,0,0,0,2.0,2.0,0.0,7,-1.0,-1.0,-1.0,30662.25072738773,-1.0,-1.0,-1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,10000.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,60.0,60.0,70.0,70.0,80.0,60.0,70.0,70.0,60.0,2015,10,4,63,1,14.0,0.0,83.0,88.0,19.0,0.0,0
3340,1,27,79,119,1,3.0,1.0,1.0,3.0,2.0,24000.0,1.0,40.0,0,1,1,0,0,0,0,0,0,173,150,4.0,5.0,5.0,2,1.0,1.0,1.0,5.0,4.0,1.0,1.0,1.0,5.0,1.0,5.0,5.0,3.0,5.0,1.0,1.0,5.0,5.0,5.0,1.0,4.0,1.0,-1.0,-1.0,3.0,3.0,3.0,2.0,4.0,1.0,5,-1.0,15.328795811518324,-1.0,-1.0,1.0,1.0,2.0,2.0,25000.0,2.0,2.0,1.0,2.0,0,1,0,0,0,0,0,0,0,1.0,2.0,0.0,3,3.0,1.0,4.0,900.0,6.0,-1.0,-1.0,1.0,1.0,9.0,1.0,1.0,15.0,2.0,2.0,4.0,2.0,30000.0,4.0,4.0,-1.0,-1.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,2.0,3.0,50.0,80.0,60.0,30.0,40.0,80.0,100.0,80.0,80.0,2015,11,3,73,0,0.0,73.0,92.0,89.0,25.0,25.0,0
3341,2,21,62,98,2,8.0,1.0,1.0,6.0,4.0,0.0,2.0,120.0,0,0,0,0,0,0,0,1,0,163,112,5.0,5.0,4.0,1,1.0,2.0,3.0,1.0,5.0,5.0,5.0,1.0,4.0,3.0,3.0,5.0,4.0,4.0,1.0,5.0,5.0,5.0,1.0,4.0,4.0,2.0,1.0,5.0,2.0,3.0,5.0,1.0,6.0,6.0,6,-1.0,15.328795811518324,-1.0,-1.0,2.0,2.0,2.0,2.0,100000.0,6.0,4.0,1.0,2.0,0,1,0,0,0,0,0,0,0,0.0,0.0,-1.0,1,-1.0,-1.0,-1.0,30662.25072738773,-1.0,-1.0,-1.0,4.0,1.0,5.0,3.0,1.0,5.0,3.0,2.0,4.0,-1.0,100000.0,4.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,-1.0,-1.0,1.0,5.0,98.0,98.0,50.0,80.0,50.0,90.0,90.0,90.0,90.0,2015,17,2,23,1,20.0,0.0,50.0,47.0,0.0,0.0,0
3342,1,4,7,21,1,1.0,1.0,3.0,4.0,4.0,75000.0,1.0,56.0,0,1,0,0,0,0,0,0,0,172,140,2.0,4.0,5.0,5,1.0,5.0,2.0,2.0,5.0,5.0,5.0,1.0,4.0,3.0,1.0,4.0,4.0,2.0,5.0,1.0,4.0,5.0,1.0,3.0,5.0,5.0,7.0,5.0,5.0,4.0,5.0,5.0,5.0,1.0,5,-1.0,15.328795811518324,-1.0,-1.0,1.0,1.0,2.0,2.0,125000.0,2.0,3.0,2.0,1.0,0,1,0,0,0,0,0,0,0,0.0,0.0,-1.0,3,4.0,1.0,5.0,50000.0,5.0,-1.0,-1.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,100000.0,3.0,4.0,-1.0,-1.0,4.0,4.0,2.0,4.0,-1.0,-1.0,-1.0,-1.0,4.0,2.0,60.0,60.0,60.0,50.0,60.0,60.0,60.0,60.0,60.0,2015,10,3,62,1,16.0,62.0,87.0,90.0,28.0,28.0,0
3343,2,13,37,68,1,1.0,1.0,1.0,4.0,4.0,1140.0,1.0,120.0,0,1,0,0,0,0,0,0,0,170,93,3.0,3.0,3.0,1,1.0,3.0,1.0,3.0,3.0,1.0,1.0,2.0,5.0,5.0,3.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,1.0,2.0,7.0,1.0,4.0,4.0,3.0,5.0,1.0,4,-1.0,15.328795811518324,-1.0,-1.0,1.0,1.0,2.0,2.0,18000.0,5.0,3.0,1.0,2.0,0,1,0,0,0,0,0,0,0,1.0,3.0,0.0,7,-1.0,-1.0,-1.0,30662.25072738773,-1.0,-1.0,-1.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,3.0,2.0,24000.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,-1.0,-1.0,-1.0,1.0,4.0,90.0,90.0,80.0,80.0,80.0,90.0,90.0,80.0,80.0,2015,8,1,80,1,18.0,0.0,108.0,109.0,25.0,0.0,0
3344,1,13,36,66,2,1.0,1.0,1.0,6.0,4.0,8400.0,1.0,110.0,0,0,1,0,0,0,0,0,0,150,120,2.0,2.0,3.0,2,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3.0,1.0,-1.0,-1.0,1.0,4.0,6.0,6.0,4.0,3.0,5,-1.0,15.328795811518324,-1.0,-1.0,1.0,2.0,2.0,2.0,72466.43897578958,3.0,3.0,1.0,2.0,0,1,0,0,0,0,0,0,0,0.0,2.0,0.0,3,4.0,1.0,2.0,30662.25072738773,5.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,4.0,2.0,72466.43897578958,4.0,3.0,3.0,3.0,4.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,-1.0,2.0,4.0,100.0,100.0,70.0,100.0,85.0,65.0,100.0,85.0,100.0,2015,10,0,52,0,0.0,57.0,0.0,80.0,20.0,20.0,0
3345,2,17,49,82,2,1.0,1.0,1.0,4.0,4.0,6000.0,1.0,160.0,0,0,1,0,0,0,0,0,0,158,150,4.0,2.0,3.0,1,1.0,3.0,1.0,1.0,4.0,1.0,1.0,2.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,2.0,2.0,1.0,2.0,5.0,1.0,2.0,4.0,6.0,3.0,2.0,3,-1.0,15.328795811518324,-1.0,-1.0,1.0,1.0,2.0,2.0,10000.0,2.0,3.0,1.0,2.0,0,1,0,0,0,0,0,0,0,2.0,0.0,0.0,3,4.0,1.0,1.0,2000.0,1.0,5.0,2.0,2.0,4.0,3.0,1.0,1.0,2.0,3.0,3.0,4.0,2.0,20000.0,5.0,4.0,4.0,4.0,5.0,5.0,2.0,4.0,4.0,5.0,-1.0,4.0,2.0,5.0,80.0,70.0,66.57144233548512,80.0,40.0,70.0,80.0,80.0,50.0,2015,9,0,55,1,14.0,57.0,0.0,0.0,23.0,23.0,0
3346,2,5,10,26,2,1.0,1.0,1.0,1.0,-1.0,0.0,1.0,150.0,0,0,0,1,0,0,0,0,0,160,120,3.0,2.0,2.0,1,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,4.0,2.0,5.0,3.0,5.0,5.0,5.0,3.0,4.0,1.0,5.0,7.0,1.0,4.0,2.0,2.0,1.0,1.0,4,-1.0,15.328795811518324,-1.0,-1.0,1.0,1.0,2.0,2.0,50000.0,6.0,2.0,1.0,2.0,0,1,0,0,0,0,0,0,0,1.0,1.0,0.0,3,3.0,1.0,1.0,0.0,4.0,-1.0,-1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,10000.0,5.0,5.0,5.0,3.0,5.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,100.0,100.0,100.0,100.0,70.0,100.0,100.0,100.0,90.0,2015,11,3,62,0,0.0,64.0,102.0,100.0,24.0,24.0,0
3347,1,26,75,115,1,1.0,1.0,1.0,3.0,4.0,15000.0,1.0,86.0,0,0,0,1,0,0,0,0,0,158,156,5.0,5.0,5.0,2,3.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,1.0,5.0,5.0,5.0,1.0,5.0,1.0,-1.0,-1.0,1.0,4.0,3.0,3.0,3.0,1.0,1,3.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,18000.0,3.0,2.0,1.0,2.0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0,3,3.0,1.0,2.0,30662.25072738773,5.0,-1.0,-1.0,2.0,1.0,5.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,50000.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,70.0,50.0,50.0,50.0,50.0,30.0,40.0,50.0,70.0,2015,14,1,60,1,15.0,57.0,0.0,0.0,35.0,35.0,0
3348,2,31,89,134,2,1.0,1.0,1.0,4.0,2.0,15000.0,1.0,98.0,0,1,1,0,0,0,0,0,0,155,117,3.0,5.0,3.0,1,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,1.0,3.0,6.0,1.0,4.0,5.0,5.0,6.0,2.0,4,-1.0,15.328795811518324,-1.0,-1.0,1.0,1.0,2.0,2.0,15000.0,5.0,2.0,2.0,2.0,0,1,0,0,0,0,0,0,0,1.0,1.0,2.0,3,4.0,1.0,1.0,0.0,2.0,-1.0,-1.0,3.0,1.0,2.0,1.0,1.0,13.0,2.0,2.0,4.0,2.0,10000.0,5.0,4.0,5.0,4.0,5.0,-1.0,4.0,3.0,4.0,4.0,-1.0,-1.0,1.0,5.0,90.0,90.0,80.0,80.0,90.0,90.0,80.0,80.0,90.0,2015,14,3,29,1,13.0,31.0,62.0,52.0,18.0,18.0,1
3349,1,11,29,52,2,1.0,1.0,1.0,4.0,4.0,24000.0,1.0,150.0,0,0,1,0,0,0,0,0,0,167,142,4.0,4.0,4.0,5,1.0,2.0,2.0,3.0,5.0,1.0,1.0,1.0,4.0,2.0,3.0,4.0,4.0,4.0,2.0,1.0,5.0,4.0,5.0,3.0,4.0,3.0,1.0,5.0,2.0,3.0,5.0,4.0,6.0,5.0,5,-1.0,15.328795811518324,-1.0,-1.0,1.0,1.0,2.0,2.0,50000.0,2.0,3.0,1.0,2.0,0,1,0,0,0,0,0,0,0,0.0,1.0,0.0,3,4.0,1.0,5.0,26000.0,1.0,3.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,4.0,2.0,30000.0,3.0,2.0,3.0,3.0,5.0,4.0,2.0,2.0,2.0,2.0,-1.0,-1.0,1.0,4.0,80.0,80.0,80.0,70.0,79.0,86.0,60.0,80.0,89.0,2015,8,3,58,0,0.0,61.0,0.0,0.0,26.0,26.0,0
3350,1,11,29,52,1,1.0,1.0,1.0,10.0,4.0,32805.33185371032,1.0,300.0,0,1,0,0,0,0,0,0,0,173,150,3.0,5.0,5.0,1,2.0,5.0,1.0,1.0,5.0,5.0,4.0,1.0,5.0,4.0,2.0,4.0,4.0,4.0,4.0,1.0,5.0,5.0,1.0,3.0,3.0,1.0,4.0,6.0,1.0,4.0,4.0,4.0,4.0,4.0,1,3.0,20.0,1.0,2.0,1.0,1.0,2.0,2.0,72466.43897578958,4.0,3.0,1.0,1.0,0,1,0,0,0,0,0,0,0,0.0,0.0,-1.0,3,7.0,1.0,1.0,30662.25072738773,6.0,-1.0,-1.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,72466.43897578958,5.0,5.0,2.0,2.0,3.0,3.0,3.0,5.0,4.0,4.0,-1.0,3.0,2.0,5.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,2015,9,5,42,0,0.0,42.0,0.0,0.0,23.0,23.0,0
3351,1,5,11,27,2,1.0,1.0,1.0,4.0,4.0,1000.0,2.0,16.0,0,0,0,0,0,0,0,0,1,158,88,2.0,2.0,3.0,1,2.0,2.0,2.0,2.0,4.0,5.0,1.0,1.0,5.0,4.0,5.0,5.0,5.0,4.0,2.0,5.0,5.0,5.0,1.0,3.0,3.0,2.0,3.0,6.0,6.0,1.0,1.0,5.0,6.0,4.0,4,-1.0,15.328795811518324,-1.0,-1.0,1.0,2.0,2.0,2.0,10000.0,5.0,2.0,1.0,2.0,0,1,0,0,0,0,0,0,0,1.0,0.0,1.0,3,3.0,1.0,1.0,2000.0,4.0,-1.0,-1.0,3.0,1.0,2.0,6.0,1.0,2.0,2.0,3.0,3.0,3.0,72466.43897578958,3.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,1.0,3.0,80.0,50.0,50.0,80.0,70.0,60.0,50.0,50.0,50.0,2015,9,1,31,1,14.0,33.0,54.0,57.0,18.0,18.0,0
